datetime,icon,event_type,comment,link,reference
Fri Apr 19 10:43:05 EST 2020,commit,increase code review,commit,edbd220,https://github.com/pratikbarjatya/covid19India/commit/ce5214045c59e4156c324d6365a5498d0b208a6b
